season,favorite_roi,underdog_roi
2009,-0.01952879407120257,-0.2781818181818182
2010,0.01498834257204244,-0.3086842105263158
2011,-0.10842235706259577,0.24000000000000002
2012,0.08242649122085827,-0.7440000000000001
2013,0.08055197110768125,-0.6511111111111111
2014,-0.06523349638527257,-0.03904761904761906
2015,0.08401972693223739,-0.733
2016,-0.09266071913701612,0.06933333333333333
2017,0.1617166892777424,-1.0
2018,0.0066797510922512,-0.24333333333333332
2019,-0.07411386560403634,0.28705882352941176
2020,-0.11043393296542171,0.34695652173913044
2021,-0.029270616921481914,-0.29071428571428576
2022,0.09459440510219114,-0.78125
2023,0.06428731141128603,-0.6464285714285715
2024,-0.07410374973166736,0.06470588235294121
2025,0.06337975714637271,-0.6413333333333334
