bin,n,favorite_roi,underdog_roi
0,5,-1.7978,82.2
1,37,-9.4306,13.7568
2,74,7.0449,-30.3397
3,84,-9.9528,-0.0506
4,108,2.4276,-15.8685
5,117,-7.3183,-3.8331
6,77,-17.0582,17.3114
7,73,1.3987,-19.7989
8,37,-12.7277,35.3514
9,3,5.3329,-100.0
