bin,n,favorite_roi,underdog_roi
0,170,-0.3449,9.424
1,765,-3.8752,-3.9231
2,1168,-2.9645,-9.3985
3,1350,-3.7865,-4.7712
4,1527,-1.2428,-7.4775
5,1484,-6.8337,0.9762
6,1335,-4.4927,-3.9523
7,1092,-2.531,-10.3732
8,699,-3.7788,-8.8127
9,160,-1.4936,-28.4125
