bin,n,favorite_roi,underdog_roi
0,6,4.4981,-8.3333
1,28,-5.3766,-16.0687
2,27,-3.1918,-6.9669
3,26,-11.2792,-7.6341
4,21,-23.5648,7.3546
5,23,8.0612,-31.7937
6,24,-2.438,-21.875
7,29,-18.5348,40.3793
8,23,-13.3038,43.1294
9,13,1.0018,-15.3846
