bin,n,favorite_roi,underdog_roi
0,1,14.0056,-100.0
1,20,-8.1993,25.3
2,61,-7.2511,-9.5342
3,93,0.7028,-6.0593
4,144,-4.4207,-6.556
5,139,-12.3907,9.8193
6,81,-0.4348,2.3973
7,60,-4.2311,-16.7667
8,16,-2.0014,-15.5
9,0,,
