bin,n,favorite_roi,underdog_roi
0,7,15.4215,-6.8571
1,50,-10.3746,9.42
2,82,-15.3198,11.0217
3,79,13.7221,-25.0455
4,99,4.609,-10.7905
5,86,-8.6476,10.8701
6,79,5.9914,-45.7834
7,76,5.7048,-49.8421
8,50,-1.2995,-23.34
9,7,8.4361,-100.0
