date,season,second_half,home_team,away_team,result,bookmaker_profit,ml_prob,elo_prob,game_url
2019-12-01,2020,1,cin,nyj,1,0.04175780473255131,0.448558885283451,0.4227193417541543,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/cincinnati-bengals-new-york-jets-CCueDfeU/
2019-12-01,2020,1,ind,ten,0,0.04684095860566462,0.48699271592091564,0.6282740600015553,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/indianapolis-colts-tennessee-titans-YLtiEztO/
2019-12-01,2020,1,jax,tb,0,0.04308416325583719,0.41145725769297975,0.5292663897127122,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/jacksonville-jaguars-tampa-bay-buccaneers-p0A9WHeh/
2019-12-01,2020,1,mia,phi,1,0.0472949285284332,0.19768962097910048,0.3057125816613984,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/miami-dolphins-philadelphia-eagles-WG8HUeQ4/
2019-12-01,2020,1,nyg,gb,0,0.04470035608758227,0.2857350061643339,0.2797281581475998,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/new-york-giants-green-bay-packers-Oj9DVyBb/
2019-12-01,2020,1,pit,cle,1,0.040497008743672236,0.4922600619195047,0.6794481079561834,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/pittsburgh-steelers-cleveland-browns-6Z0URgAN/
2019-11-28,2020,1,atl,no,0,0.0426605780207896,0.25643980867861466,0.3503862895968609,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/atlanta-falcons-new-orleans-saints-GpnnFGQH/
2019-11-28,2020,1,dal,buf,0,0.04771903034930336,0.7176170522863909,0.6550500300249075,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/dallas-cowboys-buffalo-bills-xfmrGdBB/
2019-11-28,2020,1,det,chi,0,0.04323308270676707,0.3153153153153153,0.4366420824641395,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/detroit-lions-chicago-bears-rXmvHxd5/
2019-11-25,2020,1,lar,bal,0,0.039775421848945225,0.3957803051480866,0.4790820117169616,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/los-angeles-rams-baltimore-ravens-pnVzIIta/
2019-11-24,2020,1,sf,gb,1,0.037970062066447596,0.6130847696095674,0.6355183101127875,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/san-francisco-49ers-green-bay-packers-OWtSJvCn/
2019-11-24,2020,1,ne,dal,1,0.04323308270676707,0.6846846846846846,0.7547525971307849,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/new-england-patriots-dallas-cowboys-fcxOKKdt/
2019-11-24,2020,1,ten,jax,1,0.04630227850282109,0.6634694549645975,0.6804963502114997,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/tennessee-titans-jacksonville-jaguars-IXEfxmSD/
2019-11-24,2020,1,buf,den,1,0.041423001949317584,0.6443612540945252,0.679751886723286,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/buffalo-bills-denver-broncos-vRRSNmDK/
2019-11-24,2020,1,chi,nyg,1,0.04298924391570602,0.6946552043202503,0.8196654953974114,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/chicago-bears-new-york-giants-hUVWM7SQ/
2019-11-24,2020,1,cin,pit,0,0.04589850921642058,0.3124561157140851,0.2529895486519377,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/cincinnati-bengals-pittsburgh-steelers-A9IbIRzr/
2019-11-24,2020,1,cle,mia,1,0.039062748111967194,0.8086668419025729,0.7578266463299154,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/cleveland-browns-miami-dolphins-l0H2Hojl/
2019-11-24,2020,1,atl,tb,0,0.03909085832356074,0.6211103348202289,0.7037915219493683,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/atlanta-falcons-tampa-bay-buccaneers-UBYaG55f/
2019-11-24,2020,1,no,car,1,0.042371610271178195,0.7927968113731528,0.7756323445944704,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/new-orleans-saints-carolina-panthers-82X3FPK0/
2019-11-24,2020,1,nyj,oak,1,0.03974780701754388,0.37569206432902713,0.4397636818239559,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/new-york-jets-las-vegas-raiders-GSzCD3kD/
2019-11-24,2020,1,phi,sea,0,0.045454545454545414,0.4782608695652174,0.5370607592802287,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/philadelphia-eagles-seattle-seahawks-2NuWIbRh/
2019-11-24,2020,1,wsh,det,1,0.03980099502487566,0.3588516746411483,0.3956565596717717,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/washington-commanders-detroit-lions-2PW7Eqz7/
2019-11-21,2020,1,hou,ind,1,0.03980099502487566,0.6411483253588516,0.5935465402169133,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/houston-texans-indianapolis-colts-d2xOOTcE/
2019-11-17,2020,1,lar,chi,1,0.043750486116512555,0.6795707738738402,0.6371343925122516,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/los-angeles-rams-chicago-bears-Uepx1Q57/
2019-11-17,2020,1,oak,cin,1,0.04664140257360594,0.8380615127521586,0.7864094553772621,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/las-vegas-raiders-cincinnati-bengals-8tdT2nye/
2019-11-17,2020,1,phi,ne,0,0.04152201243353604,0.3466185313562419,0.4340148636975522,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/philadelphia-eagles-new-england-patriots-j5oY16j1/
2019-11-17,2020,1,sf,ari,1,0.04861111111111116,0.7880794701986754,0.8472649226303978,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/san-francisco-49ers-arizona-cardinals-d6hP3SLl/
2019-11-17,2020,1,bal,hou,1,0.04572046094537452,0.669107783419617,0.6791519263801795,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/baltimore-ravens-houston-texans-48DpBATE/
2019-11-17,2020,1,car,atl,0,0.04418695993715627,0.6426556328756818,0.6889445156759428,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/carolina-panthers-atlanta-falcons-EJph5Kud/
2019-11-17,2020,1,det,dal,0,0.0457318838062819,0.2529809683026472,0.4477574341175583,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/detroit-lions-dallas-cowboys-hAqd4ve2/
2019-11-17,2020,1,ind,jax,1,0.04102203469292087,0.5552803422652556,0.708369395019957,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/indianapolis-colts-jacksonville-jaguars-drAxDWb2/
2019-11-17,2020,1,mia,buf,0,0.0462836089035048,0.25901458048368786,0.4282761655142653,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/miami-dolphins-buffalo-bills-AoEtCjE8/
2019-11-17,2020,1,min,den,1,0.04616910866910873,0.7899190312933109,0.8006772107735222,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/minnesota-vikings-denver-broncos-raClAUrL/
2019-11-17,2020,1,tb,no,0,0.04383995209683289,0.3349654790928274,0.3485548487097844,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/tampa-bay-buccaneers-new-orleans-saints-2qgL486r/
2019-11-17,2020,1,wsh,nyj,0,0.04099244875943908,0.533678756476684,0.6041044050603176,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/washington-commanders-new-york-jets-0z7g9lbR/
2019-11-14,2020,1,cle,pit,1,0.038799165817934966,0.5938185722956253,0.3983347185575914,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/cleveland-browns-pittsburgh-steelers-KrWl60Qk/
2019-11-11,2020,1,sf,sea,0,0.04400672422746199,0.6939781991080687,0.63944826391879,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/san-francisco-49ers-seattle-seahawks-thXp7tBq/
2019-11-10,2020,1,dal,min,0,0.04221546774738272,0.6192482177576151,0.5520767479797367,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/dallas-cowboys-minnesota-vikings-zBfIBM2S/
2019-11-10,2020,1,gb,car,1,0.042165453124357155,0.671390226572985,0.5995165331016619,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/green-bay-packers-carolina-panthers-pQH6gNtp/
2019-11-10,2020,1,pit,lar,1,0.04506679542893943,0.33574618820267976,0.5569635575249124,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/pittsburgh-steelers-los-angeles-rams-M7jEC2mM/
2019-11-10,2020,1,ind,mia,0,0.04098457328867289,0.8141916771467093,0.8528338073898538,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/indianapolis-colts-miami-dolphins-SpiADrYF/
2019-11-10,2020,1,chi,det,1,0.044884010268201546,0.7091051592385489,0.6691999891570246,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/chicago-bears-detroit-lions-vPAFi1Bd/
2019-11-10,2020,1,cin,bal,0,0.04558077758995416,0.18938737802413536,0.1840854524235455,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/cincinnati-bengals-baltimore-ravens-EsRzaqJM/
2019-11-10,2020,1,cle,buf,1,0.04058705110721483,0.5927983025461807,0.4958411749631245,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/cleveland-browns-buffalo-bills-rHVvb3YS/
2019-11-10,2020,1,no,atl,0,0.04479454777053471,0.8545401254104212,0.8768035886005144,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/new-orleans-saints-atlanta-falcons-Sl7Bhsdj/
2019-11-10,2020,1,nyj,nyg,1,0.04298043530584872,0.41868591962549045,0.5405920960446091,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/new-york-jets-new-york-giants-hSbcGplc/
2019-11-10,2020,1,tb,ari,1,0.04323308270676707,0.6846846846846846,0.6729213273374816,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/tampa-bay-buccaneers-arizona-cardinals-lfh6EOI9/
2019-11-10,2020,1,ten,kc,1,0.04263565891472876,0.31970260223048325,0.4243050553597225,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/tennessee-titans-kansas-city-chiefs-WIc1F433/
2019-11-07,2020,1,oak,lac,1,0.045454545454545414,0.4782608695652174,0.472799492265728,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/las-vegas-raiders-los-angeles-chargers-ziSWaP3G/
2019-11-04,2020,1,nyg,dal,0,0.045116174148432275,0.2805957263112454,0.3204034864220307,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/new-york-giants-dallas-cowboys-hSxS05lA/
2019-11-03,2020,1,bal,ne,1,0.038799165817934966,0.4061814277043746,0.4163227659868359,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/baltimore-ravens-new-england-patriots-vPYN1oZ3/
2019-11-03,2020,1,den,cle,1,0.041198501872659055,0.35971223021582743,0.5763816265461266,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/denver-broncos-cleveland-browns-p2ZJ2RJc/
2019-11-03,2020,1,lac,gb,1,0.0454746857582613,0.3490888001606031,0.4782446688171065,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/los-angeles-chargers-green-bay-packers-6BzG374i/
2019-11-03,2020,1,oak,det,1,0.04357219367840082,0.5702927924009673,0.5060139756910399,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/las-vegas-raiders-detroit-lions-6JUvuORj/
2019-11-03,2020,1,sea,tb,1,0.0441475457449898,0.6517385257301808,0.7546931445963736,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/seattle-seahawks-tampa-bay-buccaneers-SSVzt4Cp/
2019-11-03,2020,0,buf,wsh,1,0.04716177401294974,0.8093887655598042,0.7619286807502131,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/buffalo-bills-washington-commanders-zX77cWsI/
2019-11-03,2020,0,car,ten,1,0.03974780701754388,0.6243079356709729,0.6322413598402246,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/carolina-panthers-tennessee-titans-MT33bCSB/
2019-11-03,2020,0,kc,min,1,0.04312506268177718,0.3249687530045188,0.5599152468158894,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/kansas-city-chiefs-minnesota-vikings-v5EbahD5/
2019-11-03,2020,0,mia,nyj,1,0.03974780701754388,0.37569206432902713,0.5806787136652244,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/miami-dolphins-new-york-jets-0EFf0Yca/
2019-11-03,2020,0,phi,chi,1,0.04427806625608821,0.6742859345488186,0.6194461353785632,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/philadelphia-eagles-chicago-bears-hlCn2fTn/
2019-11-03,2020,0,pit,ind,1,0.044599054500044755,0.5260865852617197,0.5479471150645824,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/pittsburgh-steelers-indianapolis-colts-WvBj1Erg/
2019-11-03,2020,0,jax,hou,0,0.04377196585877963,0.5185849221619729,0.3858063002115742,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/jacksonville-jaguars-houston-texans-APMs3zEt/
2019-10-31,2020,0,ari,sf,0,0.04210160055671541,0.20033388981636058,0.281115910891356,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/arizona-cardinals-san-francisco-49ers-lMGG7G5P/
2019-10-28,2020,0,pit,mia,1,0.047617625489864146,0.8522373451501225,0.8386462726501114,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/pittsburgh-steelers-miami-dolphins-zJSYrXSO/
2019-10-27,2020,0,kc,gb,0,0.04572046094537452,0.3308922165803829,0.6844310096627424,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/kansas-city-chiefs-green-bay-packers-dSTUqDDI/
2019-10-27,2020,0,hou,oak,1,0.04660776525897714,0.6727850061957868,0.7391283445296655,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/houston-texans-las-vegas-raiders-hzXDmeEg/
2019-10-27,2020,0,ne,cle,1,0.04523988680795665,0.7716663059848161,0.8728999387381564,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/new-england-patriots-cleveland-browns-00zMoZr6/
2019-10-27,2020,0,sf,car,1,0.04162504162504166,0.6483375959079284,0.6231723451884565,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/san-francisco-49ers-carolina-panthers-6wyInFTa/
2019-10-27,2020,0,atl,sea,0,0.04153268181560765,0.2616140316957785,0.3920764563229889,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/atlanta-falcons-seattle-seahawks-YPGvZea0/
2019-10-27,2020,0,buf,phi,0,0.044687642498860036,0.5120034919249236,0.5803824729098152,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/buffalo-bills-philadelphia-eagles-0xdwfcyQ/
2019-10-27,2020,0,chi,lac,0,0.04460423875432529,0.6260545520418198,0.6702341941131316,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/chicago-bears-los-angeles-chargers-WKr5kHqs/
2019-10-27,2020,0,det,nyg,1,0.04794973544973535,0.7017986746607764,0.7325293308830785,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/detroit-lions-new-york-giants-ABs9lyam/
2019-10-27,2020,0,ind,den,1,0.043750486116512555,0.6795707738738402,0.7693535073599884,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/indianapolis-colts-denver-broncos-viZPpgbC/
2019-10-27,2020,0,jax,nyj,1,0.04838272672145738,0.7335614162472157,0.75193410134021,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/jacksonville-jaguars-new-york-jets-MocZfwMJ/
2019-10-27,2020,0,lar,cin,1,0.04421832799447256,0.8255639097744362,0.8158966965779668,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/los-angeles-rams-cincinnati-bengals-KtJjWgqJ/
2019-10-27,2020,0,no,ari,1,0.04323301463131979,0.8335835727241957,0.8807481521184674,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/new-orleans-saints-arizona-cardinals-6wFnXZTC/
2019-10-27,2020,0,ten,tb,1,0.0451559934318555,0.5443833464257659,0.6465760226468399,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/tennessee-titans-tampa-bay-buccaneers-CGFrYFE6/
2019-10-24,2020,0,min,wsh,1,0.0432968179447053,0.8875,0.8656556182848676,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/minnesota-vikings-washington-commanders-GlMZZypf/
2019-10-21,2020,0,nyj,ne,0,0.04782589618709143,0.22402746953645156,0.1533605537735352,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/new-york-jets-new-england-patriots-xbNVzIUm/
2019-10-20,2020,0,dal,phi,1,0.04058705110721483,0.5927983025461807,0.5525110560087684,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/dallas-cowboys-philadelphia-eagles-ryORybFs/
2019-10-20,2020,0,chi,no,0,0.0441475457449898,0.6517385257301808,0.4963237826216469,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/chicago-bears-new-orleans-saints-QJsesKiK/
2019-10-20,2020,0,sea,bal,0,0.04605622270742371,0.5825451699171612,0.6301885637331487,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/seattle-seahawks-baltimore-ravens-8rXatv7Q/
2019-10-20,2020,0,ten,lac,1,0.04605622270742371,0.5825451699171612,0.5569081586211398,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/tennessee-titans-los-angeles-chargers-nTrir0xE/
2019-10-20,2020,0,atl,lar,0,0.04387820663501163,0.4008226622431057,0.4418348012271617,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/atlanta-falcons-los-angeles-rams-OfcdMIFf/
2019-10-20,2020,0,buf,mia,1,0.04558556766734734,0.8938510679804419,0.8013633266223047,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/buffalo-bills-miami-dolphins-MBtQT0NK/
2019-10-20,2020,0,cin,jax,0,0.04296552581888902,0.3436575133072428,0.4462580419925206,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/cincinnati-bengals-jacksonville-jaguars-02uUSKxR/
2019-10-20,2020,0,det,min,0,0.04509837082135393,0.43691677005232216,0.4764748557113154,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/detroit-lions-minnesota-vikings-jsalOvor/
2019-10-20,2020,0,gb,oak,1,0.045411542100283864,0.6832579185520362,0.7043866965351835,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/green-bay-packers-las-vegas-raiders-UXchNb0l/
2019-10-20,2020,0,ind,hou,1,0.04176558515783002,0.5294564483457124,0.5853287557775594,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/indianapolis-colts-houston-texans-xb10LxV0/
2019-10-20,2020,0,nyg,ari,0,0.04460423875432529,0.6260545520418198,0.6415657850598714,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/new-york-giants-arizona-cardinals-bDk9JGaD/
2019-10-20,2020,0,wsh,sf,0,0.04154930984199279,0.2128842945091195,0.3111147338460878,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/washington-commanders-san-francisco-49ers-KMj5Kdp7/
2019-10-17,2020,0,den,kc,0,0.04298043530584872,0.41868591962549045,0.3957757475604077,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/denver-broncos-kansas-city-chiefs-SlsMUt8E/
2019-10-14,2020,0,gb,det,1,0.045303924614269464,0.6334637673980881,0.6234118414065575,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/green-bay-packers-detroit-lions-EowIVMh8/
2019-10-13,2020,0,lac,pit,0,0.048307697026392926,0.7118071302134382,0.6113395141842494,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/los-angeles-chargers-pittsburgh-steelers-CtaZ6wG7/
2019-10-13,2020,0,den,ten,1,0.04377196585877963,0.5185849221619729,0.4778801995543884,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/denver-broncos-tennessee-titans-Yk0V7J01/
2019-10-13,2020,0,nyj,dal,1,0.04453521144682182,0.26373653146870185,0.297311961709189,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/new-york-jets-dallas-cowboys-4GeR8aoe/
2019-10-13,2020,0,ari,atl,1,0.04239015244150979,0.40822710565418,0.4509420791938188,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/arizona-cardinals-atlanta-falcons-QPdN9uWl/
2019-10-13,2020,0,lar,sf,0,0.04239015244150979,0.5917728943458199,0.6675829478785129,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/los-angeles-rams-san-francisco-49ers-r17IALGr/
2019-10-13,2020,0,bal,cin,1,0.045127353266888104,0.817748344370861,0.831014707855256,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/baltimore-ravens-cincinnati-bengals-YiukSmnG/
2019-10-13,2020,0,cle,sea,0,0.04251420194245914,0.5109861135524697,0.4254131405440373,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/cleveland-browns-seattle-seahawks-vVuoTTW9/
2019-10-13,2020,0,jax,no,0,0.04283801874163329,0.5738125802310654,0.3493424452889352,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/jacksonville-jaguars-new-orleans-saints-0vssU9H3/
2019-10-13,2020,0,kc,hou,0,0.04689480354879594,0.6368038740920097,0.714858244098631,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/kansas-city-chiefs-houston-texans-r3nxVk2c/
2019-10-13,2020,0,mia,wsh,0,0.04804849201655825,0.31386655381577094,0.5690714562468242,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/miami-dolphins-washington-commanders-j9aj7nAj/
2019-10-13,2020,0,min,phi,1,0.04221546774738272,0.6192482177576151,0.5636702109423039,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/minnesota-vikings-philadelphia-eagles-4CmYVVni/
2019-10-10,2020,0,ne,nyg,1,0.048776048776048686,0.8828633405639914,0.891119756994916,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/new-england-patriots-new-york-giants-WOIJC8nT/
2019-10-07,2020,0,sf,cle,1,0.046921921921921905,0.6683399067766225,0.6202085270941381,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/san-francisco-49ers-cleveland-browns-hYJFDlXM/
2019-10-06,2020,0,kc,ind,0,0.0447996343868764,0.8112186755378541,0.7570759389155217,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/kansas-city-chiefs-indianapolis-colts-p8KBEUHG/
2019-10-06,2020,0,dal,gb,0,0.04221546774738272,0.6192482177576151,0.7026845819022682,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/dallas-cowboys-green-bay-packers-6HL7FA2A/
2019-10-06,2020,0,lac,den,0,0.046921921921921905,0.6683399067766225,0.8011920334328384,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/los-angeles-chargers-denver-broncos-OhW2Gjm4/
2019-10-06,2020,0,car,jax,1,0.04460423875432529,0.6260545520418198,0.6676728957356927,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/carolina-panthers-jacksonville-jaguars-GEmM3D3b/
2019-10-06,2020,0,cin,ari,0,0.04239015244150979,0.5917728943458199,0.6348015784937676,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/cincinnati-bengals-arizona-cardinals-4lax0V2N/
2019-10-06,2020,0,hou,atl,1,0.04569504569504579,0.6458141674333027,0.6501702794591802,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/houston-texans-atlanta-falcons-bBbtakIT/
2019-10-06,2020,0,pit,bal,0,0.046435360527041336,0.3868927932550303,0.5830375859960025,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/pittsburgh-steelers-baltimore-ravens-63tZ0BmH/
2019-10-06,2020,0,ten,buf,0,0.04594820384294063,0.6206070287539937,0.672800144237976,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/tennessee-titans-buffalo-bills-OviU1iYA/
2019-10-06,2020,0,wsh,ne,0,0.03893029971313977,0.11695364251202131,0.1839826667262123,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/washington-commanders-new-england-patriots-plhQ2XI4/
2019-10-06,2020,0,no,tb,1,0.0422754329004329,0.5846583165682393,0.7652606388504105,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/new-orleans-saints-tampa-bay-buccaneers-0Kp8f9Qp/
2019-10-06,2020,0,nyg,min,0,0.04828537642885289,0.32336905433352137,0.4386704560532147,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/new-york-giants-minnesota-vikings-xxUjJh3o/
2019-10-06,2020,0,phi,nyj,1,0.04055677671902602,0.865778775753448,0.8482898424233134,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/philadelphia-eagles-new-york-jets-AkSbHWXc/
2019-10-03,2020,0,sea,lar,1,0.04661901167695248,0.5270012302210156,0.5641180677759954,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/seattle-seahawks-los-angeles-rams-xOlI4glh/
2019-09-30,2020,0,pit,cin,1,0.04594820384294063,0.6206070287539937,0.7676385317725818,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/pittsburgh-steelers-cincinnati-bengals-faaD5ZYo/
2019-09-29,2020,0,no,dal,1,0.042287185144328054,0.4321749867701534,0.6270750876971939,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/new-orleans-saints-dallas-cowboys-tde96FJu/
2019-09-29,2020,0,chi,min,1,0.040629457507016964,0.49447293951185,0.6323853250790231,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/chicago-bears-minnesota-vikings-QqLanCYN/
2019-09-29,2020,0,den,jax,0,0.04589173375145794,0.5593908258222572,0.51415741289543,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/denver-broncos-jacksonville-jaguars-4zK3oWmU/
2019-09-29,2020,0,ari,sea,0,0.043750486116512555,0.32042922612615965,0.3088768655867407,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/arizona-cardinals-seattle-seahawks-pY32mhJH/
2019-09-29,2020,0,lar,tb,0,0.04606416371122246,0.7837184833015082,0.8361690031716856,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/los-angeles-rams-tampa-bay-buccaneers-6s5blY3B/
2019-09-29,2020,0,atl,ten,0,0.04286770140428686,0.6102055279943301,0.5898699741381169,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/atlanta-falcons-tennessee-titans-d8sFcfRI/
2019-09-29,2020,0,bal,cle,0,0.04529621170556197,0.7357274513872782,0.7766092416318191,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/baltimore-ravens-cleveland-browns-bH1jjfZb/
2019-09-29,2020,0,buf,ne,0,0.04453521144682182,0.26373653146870185,0.330862528645917,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/buffalo-bills-new-england-patriots-CK5fkEl5/
2019-09-29,2020,0,det,kc,0,0.049014147265233454,0.2495486885419985,0.4111502526180228,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/detroit-lions-kansas-city-chiefs-GhCoizKh/
2019-09-29,2020,0,hou,car,0,0.043750486116512555,0.6795707738738402,0.6486561180316924,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/houston-texans-carolina-panthers-x2DshG4n/
2019-09-29,2020,0,ind,oak,0,0.04600266228173222,0.6781075719579294,0.7995906971312478,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/indianapolis-colts-las-vegas-raiders-8S8wgdkt/
2019-09-29,2020,0,mia,lac,0,0.04645354645354649,0.13126491646778043,0.3249345660138653,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/miami-dolphins-los-angeles-chargers-6JMBcxsP/
2019-09-29,2020,0,nyg,wsh,1,0.04147592859995708,0.6032331337207587,0.6108111026305229,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/new-york-giants-washington-commanders-8roJdEtP/
2019-09-26,2020,0,gb,phi,0,0.04513114580014865,0.6291404186141027,0.5501115103543194,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/green-bay-packers-philadelphia-eagles-2orBbzCC/
2019-09-23,2020,0,wsh,chi,0,0.04543894016196459,0.3264628044893465,0.3816287334631154,https://www.oddsportal.com/american-football/usa/nfl-2019-2020/washington-commanders-chicago-bears-Ofq7aGd6/
