season,n,favorite_roi,underdog_roi
2009,21,-5.713485394157662,-18.524970963995354
2010,51,-2.9592649911790376,-26.078431372549023
2011,51,-4.035845782597132,-0.23529411764705555
2012,30,-3.9561980133815524,-16.766666666666666
2013,50,-2.22551094346958,-28.58
2014,50,-1.8160603483469313,-34.14
2015,43,8.960351386193292,-92.32558139534885
2016,47,-1.1149142525340958,-37.0
2017,35,-10.863928061634132,-10.63599550056243
2018,28,0.041967008879476415,-16.71428571428571
2019,41,0.8773040132330456,-32.5609756097561
2020,52,-11.420905747299644,61.72610722610722
2021,34,0.01550377093431398,-28.91176470588236
2022,37,-12.991301443920051,34.89189189189189
2023,16,-2.63479898759599,-15.249999999999996
2024,48,-5.089477544284614,11.416666666666668
2025,55,-3.886176824188852,-5.472727272727272
