season,n,favorite_roi,underdog_roi
2009,30,-10.965,-12.068
2010,62,-2.713,-20.435
2011,57,2.699,-21.737
2012,42,5.475,-34.727
2013,50,-11.430,8.452
2014,55,2.425,-26.195
2015,57,-23.142,32.314
2016,54,3.070,-15.780
2017,35,-11.190,25.943
2018,30,-5.953,-22.967
2019,37,2.624,-36.459
2020,55,-9.314,15.676
2021,26,-15.042,69.538
2022,36,-7.273,5.278
2023,20,-8.408,25.050
2024,64,1.508,-10.734
2025,52,-2.540,-23.442
