season,n,favorite_roi,underdog_roi
2009,16,-5.125,6.250
2010,15,-6.675,-20.267
2011,13,-2.197,-30.769
2012,9,-19.227,40.889
2013,7,7.932,-100.000
2014,12,3.497,-100.000
2015,12,-3.794,-0.167
2016,21,0.643,-42.333
2017,2,-46.019,369.000
2018,3,4.831,-100.000
2019,2,4.996,-100.000
2020,9,-4.124,30.222
2021,1,4.748,-100.000
2022,3,4.998,-100.000
2024,24,-3.792,-17.375
2025,11,-2.216,-49.727
