season,n,favorite_roi,underdog_roi
2009,25,3.159,-13.901
2010,69,1.947,-21.004
2011,89,-2.323,-21.626
2012,60,-8.842,6.918
2013,82,-16.502,9.024
2014,80,-2.191,-9.531
2015,79,-18.558,0.731
2016,59,-10.188,-0.289
2017,60,-12.474,11.678
2018,81,0.333,-20.254
2019,86,-2.279,-1.517
2020,64,10.809,-17.449
2021,70,0.086,-15.246
2022,73,8.455,-31.559
2023,61,-7.551,-9.980
2024,58,3.517,-32.692
2025,65,-7.961,-6.091
