season,n,favorite_roi,underdog_roi
2009,16,-5.124649859943978,6.25
2010,15,-6.675292364199533,-20.266666666666666
2011,13,-2.1971430285459888,-30.76923076923077
2012,9,-19.22699862057974,40.888888888888886
2013,7,7.932119281968884,-100.0
2014,12,3.497471788453986,-100.0
2015,12,-3.793830594338384,-0.16666666666666313
2016,21,0.6434035977593826,-42.333333333333336
2017,2,-46.01910828025478,369.00000000000006
2018,3,4.830968639861942,-100.0
2019,2,4.996402877697841,-100.0
2020,9,-4.123717100323784,30.22222222222223
2021,1,4.748338081671415,-100.0
2022,3,4.9979633565033845,-100.0
2024,24,-3.791716785916165,-17.375
2025,11,-2.2157077960104177,-49.72727272727273
