season,n,favorite_roi,underdog_roi
2009,22,-12.694265134841991,-4.579309159203715
2010,85,-12.45766377774088,-4.747447720435167
2011,70,4.443984087850692,-16.61929819867794
2012,61,1.7495341184639128,-11.44511548526169
2013,98,2.3787547131677464,-10.978985986245958
2014,93,4.07732497849812,-16.45326807833041
2015,91,7.596539947105242,-16.934072748775574
2016,92,-9.633538905947933,0.0689485192973952
2017,106,4.3852758581162155,-8.694867181773727
2018,98,-22.49779749922362,10.272845928421011
2019,97,-2.150756476593081,-9.056886698153244
2020,79,-6.1215293842223835,3.096748718889241
2021,97,1.9355550845896636,-12.695261713143289
2022,107,1.8189052688890806,-17.423828503219372
2023,143,-3.9557801113527837,-7.561202712993076
2024,88,1.8426631320569955,-8.966470949855267
2025,88,5.39150477777053,-14.785985258879705
