season,n,favorite_roi,underdog_roi
2009,424,0.20101234861235667,-12.348830598696502
2010,340,-1.9311599946789086,-12.40638283375073
2011,400,-5.358482657385744,-7.723475920431763
2012,396,-0.12821342926561108,-15.41159787435774
2013,319,-7.474307024684372,-5.229771176864862
2014,456,0.4607092488694768,-14.257355041360462
2015,473,1.6835221747344857,-15.220363080516092
2016,415,-9.354851898080344,-0.5773933005403348
2017,379,-5.406689231707531,-7.866672123334177
2018,330,-7.671413558268347,-2.7217093815417917
2019,348,-9.042876904381213,-4.0826764923380905
2020,99,7.868485155940077,-25.604871807904605
2021,328,-6.7092754570214215,1.4695832799770983
2022,293,0.4519673491835712,-9.79451752700019
2023,375,-5.767496952152709,0.42017336102000435
2024,465,-9.738201492040274,1.2482171603236671
2025,431,-5.089603903019363,-0.936983111761293
