season,n,favorite_roi,underdog_roi
2018,19,11.053,-44.737
2019,7,-21.997,24.429
2020,3,-52.661,71.000
2022,1,48.309,-100.000
2023,3,-2.634,-4.000
2024,5,11.728,-22.800
2025,3,0.334,-14.667
