season,n,favorite_roi,underdog_roi
2009,357,-8.444385747727715,-5.104897752659523
2010,375,-7.651681514520105,-5.231975059480997
2011,400,-1.4326322395101077,-14.516253647460827
2012,352,-6.937085694858371,-4.799886581786734
2013,341,-3.2203601406902282,-11.353680105371042
2014,429,-8.531350687346027,-2.8093085108566016
2015,411,-4.473189732907423,-7.6600847866993185
2016,389,-11.483313605949904,-1.3780828279825972
2017,430,-3.6902831168242245,-7.757540156934805
2018,317,-4.914669215204036,-7.118916710159433
2019,312,-0.9771595875785262,-8.237216215144501
2020,107,-12.326559512240237,4.2814846584942465
2021,361,1.8930597142254,-11.982743916553728
2022,316,-9.686629935961696,0.8300234988504268
2023,367,5.995396735299847,-11.875018156886439
2024,399,0.34137795208250826,-9.970968195665371
2025,426,-7.085276306545422,-0.2976610635032329
