season,n,favorite_roi,underdog_roi
2009,16,-2.5143475368026262,-6.250000000000002
2010,26,-19.831924783239472,24.195772695772696
2011,15,23.97162416765316,-46.33333333333333
2012,20,39.94860077504957,-78.05
2013,22,13.15912314279217,-43.26863226863227
2014,9,1.667251667251668,-26.751322751322753
2015,15,-30.88465815184574,20.733993399339933
2016,6,-22.854585771608868,15.666666666666664
2017,41,-13.4090703464922,13.362253920662134
2018,48,2.8329757507715936,-22.95206639566395
2019,69,0.08393544644334722,-16.17391304347826
2020,42,-7.629909468347665,-4.757184490484591
2021,42,-1.067065638081789,1.1247165532879835
2022,61,-4.323138088478752,-2.721311475409836
2023,45,-11.026413156733092,6.999999999999999
2024,44,16.32995637775025,-38.81818181818183
2025,33,-14.27146387833192,11.878787878787877
