season,n,favorite_roi,underdog_roi
2009,35,-11.268,6.857
2010,15,3.689,-18.000
2011,9,-13.313,13.333
2012,7,11.454,-51.429
2013,12,-13.732,13.333
2014,9,3.328,-27.333
2015,9,15.094,-63.889
2016,26,-9.497,2.769
2017,38,-4.813,-11.447
2018,70,1.505,-23.986
2019,99,3.365,-30.626
2020,15,-12.358,10.133
2021,84,-5.707,-0.702
2022,96,-4.962,1.219
2023,45,-4.731,-2.600
2024,43,-4.644,-6.000
2025,38,7.864,-37.711
