season,n,favorite_roi,underdog_roi
2009,35,-11.267696267696268,6.857142857142855
2010,15,3.688688688688689,-18.000000000000004
2011,9,-13.313313313313316,13.33333333333333
2012,7,11.454311454311455,-51.42857142857144
2013,12,-13.73248248248248,13.33333333333333
2014,9,3.3278033278033283,-27.333333333333332
2015,9,15.094120376483641,-63.888888888888886
2016,26,-9.496547137748932,2.769230769230772
2017,38,-4.812641139830041,-11.447368421052632
2018,70,1.5049790191710442,-23.985714285714284
2019,99,3.3653361626225453,-30.62626262626263
2020,15,-12.357509279293097,10.133333333333333
2021,84,-5.707277081008525,-0.7023809523809533
2022,96,-4.961632787442241,1.2187500000000004
2023,45,-4.730660879188878,-2.599999999999998
2024,43,-4.64364125179726,-6.000000000000001
2025,38,7.863559178536956,-37.71052631578947
