season,n,favorite_roi,underdog_roi
2009,489,-3.908,-10.264
2010,535,-7.831,-5.216
2011,551,-5.858,-8.276
2012,522,-5.280,-8.493
2013,494,-7.966,-5.669
2014,559,1.713,-14.469
2015,512,2.681,-15.963
2016,459,-8.645,-1.153
2017,455,-6.043,-5.794
2018,372,-6.954,-4.397
2019,353,-9.461,-0.322
2020,146,1.951,-14.032
2021,339,-1.071,-7.918
2022,347,1.563,-11.519
2023,404,-7.883,1.903
2024,506,-8.651,0.949
2025,512,-9.612,2.563
