season,n,favorite_roi,underdog_roi
2009,489,-3.9082748532945084,-10.263636621960423
2010,535,-7.831442663280419,-5.2158581473012005
2011,551,-5.857953551550139,-8.276233691626352
2012,522,-5.2803134467907915,-8.493088479646046
2013,494,-7.965900649918105,-5.669176553208667
2014,559,1.7131560462616995,-14.468781585060652
2015,512,2.681296745149426,-15.962878084327967
2016,459,-8.644569606074905,-1.153281462637893
2017,455,-6.043367105037002,-5.7943521665253535
2018,372,-6.953582931361502,-4.396609090815808
2019,353,-9.461016815415507,-0.32179710207952467
2020,146,1.9510105610274715,-14.03188645913161
2021,339,-1.0706068094135537,-7.9176578090503975
2022,347,1.5632788612844288,-11.518575158520784
2023,404,-7.882957640672517,1.9031521064758143
2024,506,-8.651194510004832,0.9493562054453678
2025,512,-9.611937661459725,2.5626011681435044
