season,n,favorite_roi,underdog_roi
2009,1,34.96503496503497,-100.0
2014,1,28.011204481792717,-100.0
2015,2,36.504130029309884,-100.0
2016,3,36.02922650541698,-100.0
2017,13,3.234240350648677,-15.46153846153846
2018,15,16.0754426460538,-53.86666666666666
2019,27,-3.477817244616778,-1.9629629629629604
2020,6,11.971013373111509,-46.166666666666664
2021,8,1.015478655230207,-14.124999999999998
2022,16,-24.673198060344074,53.43750000000001
2023,5,8.397380093166321,-28.799999999999997
2024,5,8.397380093166321,-22.199999999999996
2025,3,-55.011655011655016,123.0
