bin,n,favorite_roi,underdog_roi
0,1067,-2.553,-5.479
1,661,-0.855,-15.6848
2,1236,-0.208,-5.8353
3,2529,-5.2236,-3.3898
4,4082,-4.2637,-4.5599
5,4010,-5.9961,0.0084
6,2423,-2.3447,-10.4565
7,1283,-5.0936,2.5835
8,661,-1.1169,-17.407
9,974,-4.6156,-11.5846
