bin,n,favorite_roi,underdog_roi
0,78,-8.7571,3.5947
1,58,-5.0925,-9.6135
2,51,2.0311,-4.1043
3,147,-18.207,13.6058
4,262,-4.8898,-4.6186
5,273,-3.5291,8.3179
6,144,2.8941,-28.1172
7,58,-12.5337,6.6133
8,53,-9.1504,15.8491
9,69,-2.9239,-21.1449
