bin,n,favorite_roi,underdog_roi
0,57,-4.9935,-1.8574
1,31,-28.9624,49.2988
2,74,4.404,-33.6792
3,168,-2.2787,-2.8658
4,268,0.6015,-0.7678
5,264,2.0378,-14.9145
6,166,-2.7155,-14.0497
7,73,-9.5578,19.5172
8,32,2.9998,-59.8125
9,65,0.7979,-28.7552
