bin,n,favorite_roi,underdog_roi
0,63,10.3816,-48.0003
1,27,3.4159,-13.1946
2,75,-13.8106,18.6647
3,179,3.3608,-15.6293
4,265,-1.4444,-5.4078
5,271,-10.5053,5.0674
6,161,-0.9112,-17.5025
7,78,0.6575,-33.922
8,21,4.1487,-24.5238
9,56,2.7704,-1.125
