bin,n,favorite_roi,underdog_roi
0,90,-3.7622,-8.0153
1,41,19.2906,-41.4892
2,79,-5.9038,9.1229
3,139,1.9194,-10.7087
4,179,-7.8865,-4.1683
5,166,-6.0785,8.0021
6,139,-0.0715,-8.1158
7,75,-8.0527,19.8934
8,42,-1.6675,-34.4494
9,74,-18.99,49.2111
