bin,n,favorite_roi,underdog_roi
0,85,-9.6386,20.2781
1,54,-5.4652,-1.8016
2,55,-2.057,19.0559
3,125,-6.2667,6.6429
4,214,-3.8512,-7.448
5,205,-7.0747,-3.9091
6,126,-1.9754,-10.7746
7,65,-0.9294,-1.7578
8,47,-9.1096,-17.5745
9,75,0.5207,-16.8904
