bin,ml_winrate,bt_winrate
0,0.125,0.18023255813953487
1,0.15079365079365079,0.28083989501312334
2,0.24147339699863574,0.35572782084409993
3,0.33742911153119093,0.46136701337295694
4,0.4306969459671104,0.53003300330033
5,0.5378432685867381,0.6160108548168249
6,0.6570018507094386,0.7063253012048193
7,0.753315649867374,0.796875
8,0.8510466988727858,0.8592162554426706
9,0.9420289855072463,0.90625
