bin,ml_winrate,bt_winrate
0,0.0,0.29535864978902954
1,0.14516129032258066,0.3684210526315789
2,0.20765027322404372,0.43781094527363185
3,0.3308550185873606,0.4927536231884058
4,0.39622641509433965,0.5360824742268041
5,0.5690140845070423,0.5497630331753555
6,0.6425,0.628140703517588
7,0.7714285714285715,0.6904761904761905
8,0.851063829787234,0.7477477477477478
9,0.9333333333333333,0.7857142857142857
