bin,n,favorite_roi,underdog_roi
0,164,2.7903,-15.9588
1,106,11.7487,-24.1714
2,214,-9.6468,6.0071
3,359,3.3709,-10.9179
4,339,-5.1115,-2.0981
5,405,-2.9597,-2.4625
6,335,-11.5437,5.0734
7,224,0.117,-9.0526
8,120,-3.2712,-5.7677
9,142,3.7564,-16.8741
