bin,n,favorite_roi,underdog_roi
0,135,-3.6923,-6.5721
1,93,0.347,-7.459
2,222,-0.4814,-11.5718
3,342,-6.7975,-1.4453
4,407,-4.7117,-4.8478
5,382,1.5772,-10.5668
6,353,4.0575,-13.3444
7,231,-5.4165,-6.4697
8,107,-10.2548,3.0865
9,119,-5.529,-2.7515
