bin,n,favorite_roi,underdog_roi
0,2241,-2.7879,-6.3378
1,1640,-5.7032,-1.2569
2,3463,-4.1506,-4.9039
3,5823,-3.3316,-4.6803
4,7509,-3.9635,-4.4993
5,7621,-2.5078,-6.0187
6,5836,-4.3769,-4.121
7,3463,-3.665,-5.4657
8,1668,-5.6249,-1.6593
9,2184,-0.4109,-10.5336
