bin,n,favorite_roi,underdog_roi
0,90,0.1138,-5.8365
1,41,-7.9336,-0.8291
2,219,-8.4225,-1.7606
3,312,-7.2099,-2.7124
4,548,-8.2324,-1.3654
5,511,-0.7998,-9.6125
6,323,0.0032,-12.3573
7,204,-8.7373,2.58
8,52,-1.2349,-7.3848
9,95,6.0282,-19.9618
