bin,n,favorite_roi,underdog_roi
0,100,2.4848,-16.1931
1,54,-16.7397,21.7141
2,166,-5.9019,4.9402
3,374,2.0217,-6.9976
4,473,1.4049,-5.5122
5,522,-6.2982,0.0174
6,373,-5.9703,0.7932
7,176,-4.5118,-2.6737
8,52,7.3212,-32.0067
9,105,-2.3722,-4.9792
