bin,n,favorite_roi,underdog_roi
0,44,-6.9062,8.6381
1,48,-11.6354,3.6213
2,76,0.9663,-9.0262
3,102,-11.3653,4.84
4,134,-7.937,2.2705
5,117,9.8543,-22.3999
6,120,4.3038,-15.8265
7,109,-8.6305,2.4972
8,53,-8.5599,7.7533
9,50,-13.5419,5.497
