bin,n,favorite_roi,underdog_roi
0,101,11.5137,-22.2569
1,72,-1.9326,-3.7038
2,190,6.6772,-19.847
3,355,-3.1124,-4.793
4,478,-1.908,-4.3758
5,504,-4.0301,-3.0002
6,333,2.1801,-14.6476
7,185,-5.3181,-2.4539
8,63,-11.7743,4.0787
9,117,5.6327,-16.4438
