bin,n,favorite_roi,underdog_roi
0,110,12.1665,-26.5145
1,70,4.4558,-12.3133
2,170,-2.5965,-3.9111
3,338,0.1096,-11.7242
4,509,0.3292,-6.1451
5,493,0.6291,-9.9668
6,349,1.0267,-11.1098
7,176,-10.0332,5.4087
8,67,5.0454,-16.5665
9,116,-1.3548,-6.0311
