bin,n,favorite_roi,underdog_roi
0,129,-17.0627,3.843
1,79,-16.2302,8.7918
2,186,0.086,-8.4835
3,330,-1.0472,-10.3145
4,457,-8.9674,-0.1499
5,465,-0.3299,-11.802
6,343,-5.4584,0.8187
7,194,-0.0423,-10.9324
8,86,3.8405,-14.4556
9,123,-15.3609,10.7962
