bin,n,favorite_roi,underdog_roi
0,124,2.0243,-18.3344
1,67,-7.9312,-3.3799
2,187,-1.8106,-6.0812
3,332,7.1031,-14.7008
4,505,-6.7131,0.6342
5,478,-6.947,3.1064
6,349,-2.2459,-9.9899
7,181,-6.21,-2.7206
8,62,-8.4928,8.8393
9,123,5.8471,-15.3744
