bin,n,favorite_roi,underdog_roi
0,91,-3.3184,-9.3177
1,25,-38.9838,34.677
2,102,-13.6046,5.6061
3,346,-6.5337,1.1625
4,651,-7.3055,-1.0478
5,611,-4.6246,-2.8447
6,333,-9.8619,0.8281
7,122,0.1358,-4.3637
8,23,-13.9586,20.0436
9,87,5.1651,-31.9477
