bin,n,favorite_roi,underdog_roi
0,113,-1.5,-7.0956
1,129,-7.1661,2.4399
2,165,0.4274,-12.8955
3,312,-4.8195,-6.413
4,496,0.1931,-11.621
5,451,-7.5539,-3.3666
6,318,-4.0166,-7.0241
7,178,-11.4949,4.5886
8,110,-0.8728,-12.8285
9,130,0.6198,-10.7351
