bin,n,favorite_roi,underdog_roi
0,2105,-4.7988,-4.8136
1,1547,-7.9313,0.6893
2,3001,-5.7247,-2.9632
3,5713,-1.9081,-6.5413
4,8303,-4.3913,-3.712
5,8401,-3.2607,-5.511
6,5645,-4.2483,-4.8576
7,3144,-3.9949,-4.3551
8,1417,-3.6485,-3.8769
9,2173,-2.7194,-6.7424
