bin,n,favorite_roi,underdog_roi
0,159,-2.5571,-4.0502
1,111,-10.9764,10.4774
2,193,-10.3134,2.5489
3,322,0.104,-7.661
4,428,-13.6538,4.9806
5,398,-11.2968,5.9869
6,290,-4.099,-4.618
7,220,-1.9969,-7.3121
8,123,-0.7075,-7.6138
9,131,-4.0716,-4.7467
