bin,n,favorite_roi,underdog_roi
0,91,1.1356,-13.5509
1,65,-1.4202,-2.2121
2,150,-1.8116,0.422
3,317,-2.2594,-2.3525
4,539,-0.8109,-4.1769
5,569,-4.8304,-0.5754
6,359,-8.4585,2.7545
7,160,-1.7573,-6.5874
8,49,-1.8391,-12.3176
9,96,-5.8438,-1.6381
