league,ml,bt,home_win_base
mlb,0.6708067826188244,0.6830317448742809,0.6909634438366055
nba,0.5813114149842097,0.6272860817277003,0.6843602266708314
nfl,0.5961573273883507,0.8822550829415396,0.6908457353640804
nhl,0.6645718658740253,0.6842216378034792,0.6900078290062975
