league,ml,bt,home_win_base
mlb,0.23906989835748046,0.2449124481074125,0.24893097133351427
nba,0.19854590326554347,0.217970210806467,0.24563405938411847
nfl,0.2032230645902434,0.24525356281487,0.24840471759481852
nhl,0.23578111043373248,0.24443135674204003,0.24845746809938385
