season,n,favorite_roi,underdog_roi
2009,46,4.0898117461633055,-36.02173913043478
2010,97,-5.189105846598655,-4.515463917525772
2011,115,1.7540598647664396,-22.573913043478257
2012,101,-5.152195104655583,-4.227722772277227
2013,116,-1.388380478677472,-12.094827586206897
2014,95,-6.520677727458121,3.0000000000000018
2015,105,-5.7616276326546245,-3.276190476190477
2016,91,1.0714296959005545,-26.021978021978022
2017,89,-12.171906276231677,13.831460674157302
2018,87,-0.1252408047926644,-15.689655172413792
2019,84,-0.456368354191401,-21.94047619047619
2020,74,-5.289080719672324,-2.2567567567567575
2021,65,6.9765339908013,-37.89230769230769
2022,87,-14.594136411924662,26.70114942528736
2023,105,-6.342270184474189,4.742857142857142
2024,74,-13.617461978959081,24.10810810810811
2025,77,-1.8622911398312676,-8.441558441558442
