season,n,favorite_roi,underdog_roi
2009,17,-8.117647058823529,17.647058823529413
2010,26,0.8074731472898127,-61.53846153846154
2011,31,-9.19380960678919,45.16129032258064
2012,22,0.09045923132532933,-54.54545454545454
2013,34,1.2644677114569156,-55.88235294117647
2014,34,1.0292530311568884,-52.20588235294118
2015,35,-2.1147141708867916,-31.428571428571427
2016,45,-5.222528796911682,16.666666666666664
2017,25,-4.04049185723755,-14.000000000000002
2018,22,-4.18263613460762,-2.272727272727273
2019,19,-0.7372209768572602,-21.052631578947366
2020,8,-20.625674812553235,265.25
2021,15,6.466006896608084,-100.0
2022,18,-5.9449276261499335,14.444444444444443
2023,10,-14.900539850042588,148.5
2024,22,-4.046122565041035,8.045454545454543
2025,22,1.680501087163822,-47.72727272727273
