season,n,favorite_roi,underdog_roi
2009,17,-8.118,17.647
2010,20,3.519,-100.000
2011,27,-8.077,21.741
2012,15,3.565,-100.000
2013,32,0.497,-56.469
2014,31,-0.149,-53.419
2015,30,-0.471,-60.067
2016,40,-4.352,-11.550
2017,21,-1.552,-49.048
2018,18,-1.622,-41.722
2019,17,-2.330,-17.647
2020,8,-21.426,241.625
2021,11,4.948,-100.000
2022,13,4.605,-100.000
2023,9,-18.284,150.444
2024,20,-0.190,-50.300
2025,16,-2.416,-35.500
