season,n,favorite_roi,underdog_roi
2009,20,2.0507840596203453,-20.950000000000003
2010,72,9.272096222153396,-33.05555555555556
2011,65,-2.8687316608323807,-10.553846153846152
2012,46,-7.239021750796586,-1.4565217391304355
2013,59,-5.561195963299532,-6.559322033898305
2014,77,0.1136052766673501,-12.974025974025974
2015,64,-13.185369090633921,9.609375
2016,60,-1.8313005600200716,-9.65
2017,56,-21.843205756743593,24.696428571428573
2018,67,5.8980739700646,-21.37313432835821
2019,65,-7.671377932238023,-1.3384615384615386
2020,68,-10.637030134495241,9.176470588235293
2021,65,-6.249456995041968,2.153846153846154
2022,68,11.86091053036772,-32.69117647058823
2023,64,-1.8286417721791206,-5.9375
2024,61,15.885006172847877,-39.9344262295082
2025,81,-7.191275520226294,-0.3827160493827169
