season,n,favorite_roi,underdog_roi
2009,35,-4.957840522866301,-6.457142857142857
2010,97,-5.977131238431965,-1.8969072164948448
2011,89,-6.767382817349164,-3.4044943820224707
2012,77,-10.312993390917043,1.3636363636363629
2013,111,0.1395656573440099,-16.62162162162162
2014,99,-7.857535648826151,-3.727272727272727
2015,92,6.458671421326398,-25.32608695652174
2016,101,3.60952415087509,-23.92079207920792
2017,125,-8.20915407764588,0.2639999999999995
2018,111,1.615758083441693,-17.963963963963966
2019,97,4.633547499432933,-26.113402061855673
2020,86,-11.370730838400904,9.19767441860465
2021,86,2.06934405874307,-14.813953488372093
2022,112,1.4856509188221187,-13.36607142857143
2023,123,-8.657228539827068,3.38211382113821
2024,89,-14.829015400198301,13.764044943820226
2025,91,-9.890355523941093,6.384615384615383
