season,n,favorite_roi,underdog_roi
2009,17,6.857692149484258,-39.41176470588235
2010,42,-1.8778249868283605,-16.71428571428571
2011,33,13.630132988945775,-54.242424242424235
2012,33,5.064205654306353,-30.454545454545457
2013,35,-13.267484366008153,12.371428571428572
2014,33,2.68356279024441,-31.0
2015,54,-15.069686306152311,24.64814814814815
2016,51,-1.3229665781241517,-20.96078431372549
2017,35,-16.79055272274264,27.34285714285714
2018,54,-0.2711023140814923,-20.833333333333336
2019,56,-5.201521961879702,-5.125
2020,40,1.7744607105676844,-23.900000000000002
2021,52,-11.76668901148213,13.23076923076923
2022,54,-11.760141911333283,19.166666666666668
2023,38,8.7928578876447,-40.21052631578947
2024,48,17.22164519003986,-64.47916666666667
2025,58,-14.082151102589929,26.775862068965516
