bin,n,favorite_roi,underdog_roi
0,0,,
1,3,35.4666,-100.0
2,37,-20.5529,23.9724
3,109,-2.8368,-4.5011
4,153,-0.635,-6.8854
5,184,-7.1046,1.1532
6,116,-11.088,10.0434
7,29,1.8497,-18.069
8,3,23.3207,-100.0
9,0,,
