bin,n,favorite_roi,underdog_roi
0,0,,
1,2,-21.9101,37.0
2,28,-35.9047,38.6634
3,104,-20.9539,15.1339
4,168,5.3044,-16.6905
5,181,-6.2904,-3.4899
6,102,-5.2286,-2.549
7,26,8.2971,-28.4231
8,2,30.214,-100.0
9,0,,
