bin,n,favorite_roi,underdog_roi
0,0,,
1,4,-24.9207,17.25
2,51,-5.7508,4.4388
3,113,-13.202,9.5487
4,146,-7.5838,-2.7076
5,140,-3.2932,-6.0018
6,106,-0.7198,-13.934
7,46,-5.1085,-3.2391
8,4,7.705,-30.5
9,0,,
