bin,n,favorite_roi,underdog_roi
0,0,,
1,3,-100.0,154.3333
2,24,6.9945,-28.3297
3,89,-8.2305,-3.9449
4,189,12.7411,-22.049
5,181,-13.448,3.6089
6,101,-6.3855,-2.743
7,22,4.302,-22.3182
8,2,-100.0,228.0
9,0,,
