bin,n,favorite_roi,underdog_roi
0,0,,
1,7,1.0435,-0.5714
2,28,-22.2914,27.3214
3,97,-18.4235,11.6984
4,149,10.8685,-18.0212
5,149,-16.3252,14.0285
6,77,-1.8095,-6.5065
7,27,-13.2885,6.9259
8,7,27.1244,-100.0
9,0,,
