bin,n,favorite_roi,underdog_roi
0,0,,
1,30,-2.5633,-0.7333
2,83,-0.5851,-11.4096
3,93,10.4685,-19.0294
4,129,-3.6681,-6.4907
5,110,-10.6435,9.7282
6,103,-3.4203,3.1946
7,85,3.1469,-19.4471
8,22,-7.755,10.1818
9,1,-100.0,425.0
