bin,n,favorite_roi,underdog_roi
0,0,,
1,4,6.795,-26.0
2,52,3.1016,-10.0835
3,106,4.2452,-10.4223
4,159,-2.1088,-5.2455
5,141,-5.4394,-1.5853
6,111,-2.8787,-4.6036
7,39,0.3389,-16.5641
8,3,29.8305,-100.0
9,0,,
