bin,n,favorite_roi,underdog_roi
0,0,,
1,8,20.2225,-64.375
2,56,-3.5677,-7.4336
3,93,-12.0517,6.3364
4,118,10.4141,-12.8749
5,139,-9.5618,5.5443
6,87,-13.5425,10.2252
7,65,3.2262,-19.6462
8,7,-28.9988,49.8571
9,0,,
