bin,n,favorite_roi,underdog_roi
0,0,,
1,11,-17.9583,15.8182
2,41,7.9087,-27.0
3,114,1.6395,-10.6105
4,152,-18.094,12.624
5,159,-6.1077,-2.0094
6,125,-1.3589,-12.4599
7,47,0.4034,-20.0851
8,7,5.4442,-46.1429
9,0,,
