bin,n,favorite_roi,underdog_roi
0,0,,
1,8,-22.099,29.125
2,52,6.3687,-17.9752
3,104,-1.61,-8.0038
4,145,8.174,-15.304
5,168,3.6085,-11.5369
6,95,6.0065,-21.6
7,51,3.5399,-20.2549
8,10,-58.0506,142.5
9,0,,
