season,n,favorite_roi,underdog_roi
2009,5,-23.401459854014597,-11.64173423166229
2010,10,-49.56271723349025,9.955863818909592
2011,14,-13.57983788463052,-4.285339692126395
2012,13,17.72877960229568,-10.387700513876883
2013,10,25.628262436914202,-31.733753501400564
2014,12,16.372487679336466,-50.45365518468331
2015,8,-18.938053097345133,-1.5449240220834888
2016,19,-11.730263157894735,21.8356478718652
2017,12,16.6781045751634,-11.80225087681059
2018,7,51.589502331425706,-56.40549249571806
2019,17,14.198192032174536,-14.156391378951133
2020,8,-17.713607594936708,15.095632630781571
2021,11,-0.16474625734513756,-5.246560502654099
2022,16,-5.993148561199431,-13.657428525522342
2023,9,-22.555555555555554,37.167629895446716
2024,14,-39.43356643356643,26.82726918223516
2025,9,8.500047146118847,-24.855601412728863
